1.80660	1.43134	0.84235	-2.06945	0.68061	-1.23135	-0.06369	-1.51347	-0.71062	1.52136	-0.34491	-1.29654	-0.67864	-0.48278	-0.71291	0.76887	1.62884	-0.16887	-0.43622	0.44770	-0.64562	0.97633	0.73488	1.67088	1.21267	1.28959	0.61956	1.32364	-0.18720	0.06835	-0.27186	0.85580	-1.37398	-0.87884	-0.16642	1.70259	0.28097	-0.38855	0.26094	-0.69264	-1.36263	0.94185	-0.88410	-0.55693	-1.26351	1.88799	-1.20750	-0.43974	-0.81138	-0.59194	0.05420	0.53172	-0.44999	1.13635	-0.79293	-0.69511	-1.34367	0.01123	-0.03496	0.67955	-0.12511	1.80701	-1.13272	1.32654
1.23372	0.69513	2.05479	0.40875	0.49127	-0.32908	-1.20790	1.48408	-0.01849	0.29396	0.24227	0.64549	0.74465	-0.47954	-2.03037	-0.60216	0.13305	-0.48423	-1.14871	-0.42588	0.41808	0.32440	0.95475	0.17196	0.57254	-0.36239	-0.90130	0.71221	-1.53586	-0.65425	1.18070	0.62239	-2.63084	0.35139	0.99855	0.14954	0.47778	0.74088	0.89996	-0.54490	0.05582	0.58521	0.26906	0.34586	0.14388	1.25543	-0.13387	-0.14508	-1.23754	0.09065	-0.76618	0.61494	0.60749	-0.07880	-0.51062	0.67765	0.15435	0.08030	0.30006	0.89650	0.91960	0.45493	0.87045	0.24168
1.83702	0.98195	-1.47415	-1.10212	-0.14140	1.65307	0.65763	0.61652	1.16209	-0.06829	-1.79425	0.98141	-0.35785	1.11605	-0.64958	0.62262	-0.98855	0.95369	1.66370	1.43663	0.27842	-0.29602	-0.78322	0.08835	0.30614	0.95457	-0.46704	1.58662	-2.45747	-0.41107	-1.21108	0.79493	-1.88549	0.23964	0.02299	-0.36112	0.26848	-0.72189	0.13580	-1.12865	-1.41205	1.32945	1.29649	0.07077	-1.53896	0.66814	0.80707	2.06845	0.12023	0.16003	-0.89421	-0.21415	-1.02813	-1.61389	-1.12042	-0.50513	-0.48982	-1.49936	-1.93709	0.12175	1.02868	-0.59692	0.73001	0.68307
1.61962	-1.02769	0.84590	-0.38622	-1.10108	0.28866	0.39750	1.47639	0.62480	1.95726	-0.41893	-0.79310	0.28471	1.17822	1.42113	0.53362	-0.74988	-1.09556	-0.38147	-0.51610	0.10663	0.30660	-0.26633	-2.25002	-0.51513	1.14854	-1.70067	1.57354	0.41508	-0.40843	0.94619	1.75461	-0.06516	1.59027	0.26009	-0.99411	-0.66825	0.17774	0.29153	1.92931	0.12183	-1.01235	-2.12455	-0.98317	-0.04921	0.02211	0.13969	0.50429	-0.78275	0.38880	-0.65897	0.53406	-0.96182	-0.13103	-0.41010	1.55927	1.36271	-0.79837	0.94182	0.58542	0.44915	0.60982	0.61106	0.11637
-0.55969	0.71104	-1.37212	-1.39122	-1.67706	0.61326	0.06375	0.62783	-1.75606	0.02213	0.54505	-0.10017	1.13798	0.04691	-2.12488	-0.16944	-1.57030	0.83956	-2.75921	-0.21702	0.14074	-0.58250	1.87176	-0.12043	1.33860	1.75575	0.54477	0.80214	0.24405	0.96678	0.45201	-0.23899	1.17802	-0.84223	-0.71003	-0.62912	-0.14085	-0.29409	-0.54441	0.20554	1.89219	0.40349	1.11494	0.54201	0.16252	-0.25754	1.56078	0.51746	0.25923	-0.88655	1.01228	-1.15494	0.68046	1.40252	-2.08109	-1.44772	0.02983	-1.93293	-0.30700	-1.23157	-0.58977	-0.27711	1.05712	-0.82852
0.20860	-0.85138	0.91782	-1.56093	0.58549	0.28925	-0.11442	0.22755	0.50660	0.48938	-1.61127	-0.68005	0.56102	0.56739	-0.44076	0.17283	0.98532	0.02850	0.97418	0.03297	0.38205	-0.96459	-0.67457	0.13763	0.45315	1.72796	0.02857	1.17099	1.08472	-0.55229	-0.72055	-0.22946	-0.90882	0.28921	0.16204	-1.14222	-0.45736	-0.73440	-0.72697	1.71004	2.31219	1.57292	-0.07106	-0.04304	-1.89417	-0.54000	-0.48271	2.09923	0.01150	0.33773	1.85206	1.82190	-0.04585	0.51527	-0.33753	0.81155	-0.00694	-1.29429	-1.20799	0.56381	-0.67632	0.93163	-0.36327	-0.49118
0.44285	-0.25902	-0.36073	-0.01415	1.69834	-1.13179	-0.85093	0.23237	-0.80796	-2.82259	-0.02681	1.17893	1.23926	-0.12920	-0.59566	1.07318	0.18495	-1.32346	-0.44426	-0.11754	0.68481	-0.42471	-0.10034	0.10235	0.75940	-1.44791	1.20976	1.24145	0.15679	0.02668	-0.40443	1.01614	0.51142	-1.51574	-0.10986	0.74577	-0.70366	-0.39291	-0.23717	-1.79501	-0.23542	-0.95764	0.13374	0.38864	0.89382	-0.59383	-0.76622	0.92845	-0.17485	1.45428	-0.70200	1.63222	0.70609	-0.28624	0.47615	1.21723	0.90037	-1.59242	0.31128	-0.98989	-0.40319	1.40112	0.89616	-0.97241
-1.26839	0.62590	-0.86986	0.24503	-0.61363	-0.81268	-0.47295	0.70264	1.44109	-0.01840	-0.62758	0.00392	-0.07089	-1.11433	-1.39879	0.91743	0.91056	-0.48894	-0.08400	-0.16980	0.40148	1.33904	-1.15748	-1.57837	-0.92105	0.12696	0.24483	-0.89780	2.68624	1.79054	2.22168	-1.27273	1.81997	1.01189	-0.52813	-0.79400	-0.35032	-0.76874	-1.48252	-0.78467	-0.56139	0.06250	-0.37830	-1.29496	-0.25517	-0.40835	0.58217	-0.22623	1.06089	-0.47757	0.80883	-0.08827	-0.52085	-0.50741	-1.06552	1.81192	-1.10090	-2.39803	0.55963	0.63715	0.77049	0.21634	-0.48379	0.65691
-1.27846	0.31222	-0.49582	0.34160	1.35370	0.36414	-0.57796	-1.06004	0.39219	-0.38747	0.05177	-0.48174	-1.91893	-0.02803	-2.03138	-0.79150	1.18242	-1.13778	0.65118	0.49650	0.52291	-2.54912	-1.34150	-1.12697	0.37014	-0.33599	1.05273	-0.59071	0.88584	0.47198	1.36247	-0.76707	-1.56970	0.01945	-1.49415	0.94973	-0.49014	-0.92294	-0.03583	1.80232	1.96570	-1.13374	1.26856	1.64305	-1.90806	-0.69097	-0.80497	-0.16587	1.77442	2.50334	0.46430	0.22475	0.31893	-0.11496	0.47975	-0.58173	0.35553	0.79558	1.02459	-0.13877	0.66986	-0.78358	-0.30215	0.72889
-1.08761	-1.32278	-0.00506	-0.96416	-1.58959	-0.42162	-0.63331	2.41942	-0.28314	-1.57685	0.94276	0.28262	-0.10610	0.08725	-0.98787	-0.77785	0.23317	-0.14599	1.01490	0.02156	-1.17475	-0.00298	0.54712	-0.95543	0.27719	-1.03461	0.31867	0.59154	0.86143	0.37383	1.54989	0.81111	-2.06015	2.16304	-0.72982	0.83536	-0.65298	-2.13032	1.05252	-0.08513	-0.40904	1.45238	1.42678	0.13197	0.24366	0.58219	0.58652	1.45354	-0.11265	0.77161	-1.02271	-0.23815	-0.24963	-0.13274	0.35610	-0.38417	-0.87915	-0.59042	0.98012	1.68564	-0.13756	1.60642	0.42245	0.30026
-1.16093	0.08248	2.04212	0.51480	-0.01615	-0.63332	-1.07299	0.70848	0.32392	0.32153	-1.44227	1.74028	-0.17838	-0.36793	-0.98734	-0.75265	-0.57428	-0.54174	-0.33713	-2.26945	0.28045	1.22471	0.00723	-0.45151	-0.82579	-0.25452	-1.14598	-0.18071	-0.61284	0.73849	0.20596	-1.79859	2.29824	-1.39452	0.11180	-1.34406	-0.40710	0.84891	0.43483	-0.29381	-2.95663	-0.60688	0.66243	-1.82168	1.01760	-0.65361	0.25710	0.71293	0.05594	0.64142	0.45105	2.58656	0.73298	-0.20716	0.08592	1.40761	-0.21896	-0.31084	1.35438	-0.86078	-1.17307	2.87345	1.20620	0.96216
0.37342	0.51989	1.59165	1.41750	-0.22676	1.47096	-0.38499	-1.04519	-1.44771	0.04554	-0.47888	-0.75430	-0.42777	0.26307	0.92821	1.17843	0.84294	0.21754	0.75083	1.99805	0.94319	0.35201	0.26502	0.24636	0.16338	1.63035	-1.36506	0.27432	0.26760	-1.54585	-1.39083	-0.33168	0.35074	0.01586	0.92688	1.16144	0.37550	0.78698	-0.71476	-1.26609	0.41011	0.59975	-1.26031	1.87355	1.89169	-1.25681	-1.11497	-2.40745	-0.05300	-0.92251	-1.57681	0.19594	1.33579	0.39786	-0.25176	2.76802	0.75354	0.89096	1.81037	0.48199	0.14694	-1.73365	-0.51032	0.64798
0.64850	-2.80740	-1.16338	-1.07359	-0.93721	0.04296	-0.41043	-0.65724	0.21778	-0.54760	-0.75266	0.33756	-0.57664	0.36063	-1.06289	-1.24802	-0.31466	0.42615	0.43513	1.05001	0.51777	-2.11634	0.73316	1.58426	-0.42945	-0.28272	-1.83334	0.01525	0.44830	1.11276	1.01393	-0.45816	1.26926	0.82425	-0.25114	-1.78276	-0.29661	-0.47443	0.54015	-0.80272	-0.78655	1.73840	0.64514	-1.30021	-0.34102	-1.01826	-0.96142	0.72017	-1.36259	-2.29019	0.64710	0.10540	0.46597	-0.73836	0.59558	-1.06322	1.07866	-0.01274	-1.18968	1.58651	-1.37595	1.80965	-0.96893	0.40163
-0.00082	0.93290	0.57070	1.85925	-0.58991	-0.22988	-1.01122	-0.77129	-0.51344	0.22166	0.23264	0.31624	0.27956	0.72191	-0.81315	0.17732	0.56716	-0.64381	1.27754	0.63344	0.05874	1.21566	0.94327	-0.38321	-1.17719	-2.61728	-0.51921	-0.40111	-0.35431	0.93343	-0.00677	1.43832	-0.28024	-1.93517	-1.80774	-0.92403	0.58799	-0.61653	0.75113	-2.06191	-0.80864	-0.38808	1.50658	1.07589	-0.90239	-0.49064	-0.73305	1.22336	1.22244	-1.51130	-1.09624	-1.49439	-1.27590	-2.33976	1.64823	-0.77129	0.52590	-0.63784	-0.16002	1.08928	1.10855	-0.62949	-1.80187	-0.59181
-0.64944	-0.32630	1.02219	-0.73949	-2.45690	0.38313	1.92992	1.07449	-0.58717	-0.70385	0.12361	-0.26602	0.45911	1.55898	1.53444	-0.46906	1.78609	-1.00632	0.83095	-0.87992	1.11840	-0.80059	-0.50914	0.25020	1.19191	-1.28956	2.54017	-0.17955	-0.12442	1.21056	0.93906	-1.02190	0.13185	-0.26912	-2.24642	-0.52556	0.48228	-0.44267	-0.15344	-0.27954	0.77551	-1.00318	-1.26188	0.65155	0.44239	0.41211	0.98041	0.58586	0.19787	0.08601	0.20087	0.40940	0.41267	-0.53927	0.65469	-0.85676	-0.25372	-1.30873	-0.55859	0.00320	0.37670	1.38444	-0.41653	-0.21080
